Age,PAtt,RuAtt,Cmp,Ctch%,DK Pt,Date,Day,FD Pt,Fant Pt,Fmb,G#,H/A,Int,Lg,Name,Number of Records,Opp,Rec,Result,Rk,ReTd,PTd,RuTD,Tgt,Tm,Week,RuY/A,ReY/R,ReY/Tgt,ReYds,PYds,RuYds
24-343,0,0,0,0.8,29.9,12/2/12,Sun,25.9,21.9,0,12,,0,NFL,Demaryius Thomas\ThomDe03,1,TAM,8,W 31-23,213,2,0,0,10,DEN,13,,12.38,9.9,99,0,0
24-028,0,0,0,1,27.8,12/2/12,Sun,24.8,21.8,0,12,,0,NFL,Dez Bryant\BryaDe01,1,PHI,6,W 38-33,214,2,0,0,6,DAL,13,,16.33,16.33,98,0,0
23-330,0,0,0,0.6,31.8,11/15/15,Sun,24.8,21.8,1,10,,0,NFL,Martavis Bryant\BryaMa00,1,CLE,6,W 30-9,215,1,0,0,10,PIT,10,,29.67,17.8,178,0,0
21-031,0,1,0,0.857,27.8,10/26/14,Sun,24.8,21.8,0,7,,0,NFL,Brandin Cooks\CookBr00,1,GNB,6,W 44-23,216,1,0,1,7,NOR,8,4,15.67,13.43,94,0,4
22-113,0,0,0,0.5,30.8,10/9/16,Sun,24.8,21.8,0,5,,0,NFL,Amari Cooper\CoopAm00,1,SDG,6,W 34-31,217,1,0,0,12,OAK,5,,23,11.5,138,0,0
25-144,0,0,0,0.583,28.7,12/22/13,Sun,25.2,21.7,0,15,,0,NFL,A.J. Green\GreeA.00,1,MIN,7,W 42-14,218,2,0,0,12,CIN,16,,13.86,8.08,97,0,0
27-309,0,0,0,0.455,29.7,10/6/14,Mon,24.2,21.7,0,5,,0,NFL,DeSean Jackson\JackDe00,1,SEA,5,L 17-27,219,1,0,0,11,WAS,5,,31.4,14.27,157,0,0
27-342,0,0,0,0.667,25.7,10/12/14,Sun,23.7,21.7,0,6,@,0,NFL,Brandon LaFell\LaFeBr00,1,BUF,4,W 37-22,220,2,0,0,6,NWE,6,,24.25,16.17,97,0,0
21-134,0,0,0,0.5,27.7,10/26/14,Sun,23.2,21.7,0,8,@,0,NFL,Sammy Watkins\WatkSa00,1,NYJ,3,W 43-23,221,1,0,0,6,BUF,8,,52.33,26.17,157,0,0
24-022,0,0,0,0.545,27.6,11/27/16,Sun,24.6,21.6,0,11,@,0,NFL,Odell Beckham\BeckOd00,1,CLE,6,W 27-13,222,2,0,0,11,NYG,12,,16,8.73,96,0,0
23-063,0,0,0,0.615,29.6,10/23/16,Sun,25.6,21.6,0,6,@,0,NFL,Mike Evans\EvanMi00,1,SFO,8,W 34-17,223,2,0,0,13,TAM,7,,12,7.38,96,0,0
22-152,0,0,0,0.462,27.6,10/6/13,Sun,24.6,21.6,0,5,,0,NFL,Rueben Randle\RandRu00,1,PHI,6,L 21-36,224,2,0,0,13,NYG,5,,16,7.38,96,0,0
23-304,0,0,0,0.714,34.6,1/1/17,Sun,26.6,21.6,0,16,@,0,NFL,Michael Thomas\ThomMi05,1,ATL,10,L 32-38,225,1,0,0,14,NOR,17,,15.6,11.14,156,0,0
23-345,0,0,0,0.867,34.5,10/14/12,Sun,28,21.5,0,5,@,0,NFL,Dez Bryant\BryaDe01,1,BAL,13,L 29-31,226,2,0,0,15,DAL,6,,7.31,6.33,95,0,0
25-081,0,0,0,0.75,30.5,10/20/13,Sun,24.5,21.5,0,7,@,0,NFL,A.J. Green\GreeA.00,1,DET,6,W 27-24,227,1,0,0,8,CIN,7,,25.83,19.38,155,0,0
24-346,0,0,0,0.6,30.5,10/26/14,Sun,24.5,21.5,0,8,@,0,NFL,T.Y. Hilton\HiltT.00,1,PIT,6,L 34-51,228,1,0,0,10,IND,8,,25.83,15.5,155,0,0
26-015,0,0,0,0.5,27.5,11/29/15,Sun,24.5,21.5,1,11,,0,NFL,T.Y. Hilton\HiltT.00,1,TAM,6,W 25-12,229,2,0,0,12,IND,12,,15.83,7.92,95,0,0
27-076,0,0,0,0.714,26.4,12/6/15,Sun,23.9,21.4,0,12,@,0,NFL,Doug Baldwin\BaldDo00,1,MIN,5,W 38-7,230,2,0,0,7,SEA,13,,18.8,13.43,94,0,0
33-053,0,0,0,0.833,26.4,11/25/13,Mon,23.9,21.4,0,11,@,0,NFL,Anquan Boldin\BoldAn00,1,WAS,5,W 27-6,231,2,0,0,6,SFO,12,,18.8,15.67,94,0,0
23-227,0,1,0,0.455,29.4,9/29/13,Sun,23.9,21.4,0,4,@,0,NFL,Alshon Jeffery\JeffAl00,1,DET,5,L 32-40,232,1,0,0,11,CHI,4,27,21.4,9.73,107,0,27
26-133,0,0,0,0.8,32.4,9/21/14,Sun,25.4,21.4,0,3,,0,NFL,Jeremy Maclin\MaclJe00,1,WAS,8,W 37-34,233,1,0,0,10,PHI,3,,19.25,15.4,154,0,0
26-078,0,0,0,0.769,34.4,10/19/14,Sun,26.4,21.4,0,7,,0,NFL,Golden Tate\TateGo00,1,NOR,10,W 24-23,234,1,0,0,13,DET,7,,15.4,11.85,154,0,0
23-193,0,0,0,0.7,31.4,12/24/16,Sat,24.9,21.4,0,15,,0,NFL,Sammy Watkins\WatkSa00,1,MIA,7,L 31-34,235,1,0,0,10,BUF,16,,22,15.4,154,0,0
25-041,0,0,0,0.647,35.3,12/15/13,Sun,26.8,21.3,0,14,,0,NFL,Dez Bryant\BryaDe01,1,GNB,11,L 36-37,236,1,0,0,17,DAL,15,,13.91,9,153,0,0
29-117,0,0,0,0.692,33.3,9/30/12,Sun,25.8,21.3,0,4,@,0,NFL,Marques Colston\ColsMa00,1,GNB,9,L 27-28,237,1,0,0,13,NOR,4,,17,11.77,153,0,0
29-019,0,0,0,0.75,30.3,12/20/15,Sun,24.3,21.3,0,14,,0,NFL,DeSean Jackson\JackDe00,1,BUF,6,W 35-25,238,1,0,0,8,WAS,15,,25.5,19.13,153,0,0
25-087,0,0,0,0.714,26.3,10/28/13,Mon,23.8,21.3,1,8,@,0,NFL,Golden Tate\TateGo00,1,STL,5,W 14-9,239,2,0,0,7,SEA,8,,18.6,13.29,93,0,0
34-054,0,0,0,0.667,25.2,11/1/15,Sun,23.2,21.2,0,8,@,0,NFL,Malcom Floyd\FloyMa00,1,BAL,4,L 26-29,240,2,0,0,6,SDG,8,,23,15.33,92,0,0
30-008,0,0,0,0.75,24.2,9/29/13,Sun,22.7,21.2,0,4,,0,NFL,Greg Jennings\JennGr00,1,PIT,3,W 34-27,241,2,0,0,4,MIN,4,,30.67,23,92,0,0
23-317,0,1,0,1,27.2,12/16/12,Sun,24.2,21.2,0,14,,0,NFL,Julio Jones\JoneJu02,1,NYG,6,W 34-0,242,2,0,0,6,ATL,15,18,12.33,12.33,74,0,18
25-102,0,0,0,0.533,32.1,11/10/13,Sun,25.1,21.1,0,10,@,0,NFL,A.J. Green\GreeA.00,1,BAL,8,L 17-20,243,1,0,0,15,CIN,10,,18.88,10.07,151,0,0
31-158,0,0,0,0.846,35.1,12/16/12,Sun,26.6,21.1,0,14,,0,NFL,Andre Johnson\JohnAn02,1,IND,11,W 29-17,244,1,0,0,13,HOU,15,,13.73,11.62,151,0,0
22-125,0,0,0,0.667,30.1,12/27/15,Sun,24.1,21.1,0,15,@,0,NFL,Allen Robinson\RobiAl02,1,NOR,6,L 27-38,245,1,0,0,9,JAX,16,,25.17,16.78,151,0,0
26-085,0,0,0,0.467,31.1,10/26/14,Sun,24.6,21.1,0,8,@,0,NFL,Golden Tate\TateGo00,1,ATL,7,W 22-21,246,1,0,0,15,DET,8,,21.57,10.07,151,0,0
26-073,0,0,0,1,31,9/21/14,Sun,26,21,0,3,@,0,NFL,Antonio Brown\BrowAn04,1,CAR,10,W 37-19,247,2,0,0,10,PIT,3,,9,9,90,0,0
26-219,0,0,0,0.615,32,10/20/13,Sun,25,21,0,7,@,0,NFL,Eric Decker\DeckEr00,1,IND,8,L 33-39,248,1,0,0,13,DEN,7,,18.75,11.54,150,0,0
26-337,0,0,0,0.833,29,11/3/13,Sun,23.5,21,0,9,@,0,NFL,DeSean Jackson\JackDe00,1,OAK,5,W 49-20,249,1,0,0,6,PHI,9,,30,25,150,0,0
30-238,0,0,0,0.7,28,11/16/14,Sun,24.5,21,0,10,,0,NFL,Brandon Marshall\MarsBr00,1,MIN,7,W 21-13,250,2,0,0,10,CHI,11,,12.86,9,90,0,0
24-327,0,2,0,0.75,27,10/5/14,Sun,24,21,0,5,,0,NFL,Kendall Wright\WrigKe01,1,CLE,6,L 28-29,251,2,0,0,8,TEN,5,21.5,7.83,5.88,47,0,43
23-031,0,0,0,0.545,29.9,12/6/15,Sun,23.9,20.9,0,12,,0,NFL,Odell Beckham\BeckOd00,1,NYJ,6,L 20-23,252,1,0,0,11,NYG,13,,24.83,13.55,149,0,0
29-034,0,0,0,1,30.9,10/20/13,Sun,24.4,20.9,0,6,,0,NFL,Harry Douglas\DougHa00,1,TAM,7,W 31-23,253,1,0,0,7,ATL,7,,21.29,21.29,149,0,0
21-137,0,0,0,0.833,25.9,9/9/12,Sun,23.4,20.9,0,1,,0,NFL,Stephen Hill\HillSt00,1,BUF,5,W 48-28,254,2,0,0,6,NYJ,1,,17.8,14.83,89,0,0
22-331,0,1,0,1,25.8,10/25/15,Sun,23.3,20.8,0,6,,0,NFL,Jarvis Landry\LandJa00,1,HOU,5,W 44-26,255,2,0,0,5,MIA,7,5,16.6,16.6,83,0,5
32-263,0,0,0,0.667,33.7,10/4/15,Sun,25.7,20.7,0,4,,0,NFL,Vincent Jackson\JackVi00,1,CAR,10,L 23-37,256,1,0,0,15,TAM,4,,14.7,9.8,147,0,0
25-246,0,0,0,0.727,31.7,10/18/15,Sun,24.7,20.7,0,6,@,0,NFL,Alshon Jeffery\JeffAl00,1,DET,8,L 34-37,257,1,0,0,11,CHI,6,,18.38,13.36,147,0,0
23-296,0,0,0,0.667,29.7,11/25/12,Sun,23.7,20.7,0,11,@,0,NFL,Julio Jones\JoneJu02,1,TAM,6,W 24-23,258,1,0,0,9,ATL,12,,24.5,16.33,147,0,0
29-201,0,0,0,0.818,29.7,10/10/13,Thu,25.2,20.7,0,6,,0,NFL,Brandon Marshall\MarsBr00,1,NYG,9,W 27-21,259,2,0,0,11,CHI,6,,9.67,7.91,87,0,0
22-266,0,1,0,0.714,28.7,12/8/13,Sun,23.2,20.7,0,13,@,0,NFL,Cordarrelle Patterson\PattCo00,1,BAL,5,L 26-29,260,1,0,0,7,MIN,14,6,28.2,20.14,141,0,6
25-122,0,0,0,0.556,25.7,10/5/14,Sun,23.2,20.7,0,4,@,0,NFL,Brian Quick\QuicBr00,1,PHI,5,L 28-34,261,2,0,0,9,STL,5,,17.4,9.67,87,0,0
28-185,0,1,0,0.571,28.7,9/17/15,Thu,24.7,20.7,0,2,@,0,NFL,Emmanuel Sanders\SandEm00,1,KAN,8,W 31-24,262,2,0,0,14,DEN,2,0,10.88,6.21,87,0,0
22-319,0,0,0,0.583,30.6,9/20/15,Sun,24.1,20.6,0,2,,0,NFL,Odell Beckham\BeckOd00,1,ATL,7,L 20-24,263,1,0,0,12,NYG,2,,20.86,12.17,146,0,0
26-019,0,0,0,0.778,27.6,11/23/14,Sun,24.1,20.6,0,11,@,0,NFL,Dez Bryant\BryaDe01,1,NYG,7,W 31-28,264,2,0,0,9,DAL,12,,12.29,9.56,86,0,0
23-033,0,0,0,0.571,32.6,12/30/12,Sun,24.6,20.6,1,16,@,0,NFL,Michael Floyd\FloyMi00,1,SFO,8,L 13-27,265,1,0,0,14,ARI,17,,20.75,11.86,166,0,0
25-278,0,0,0,0.9,29.6,9/29/13,Sun,25.1,20.6,0,4,,0,NFL,Demaryius Thomas\ThomDe03,1,PHI,9,W 52-20,266,2,0,0,10,DEN,4,,9.56,8.6,86,0,0
25-012,0,1,0,0.8,27.6,12/7/14,Sun,22.6,20.6,0,13,,0,NFL,Jarius Wright\WrigJa02,1,NYJ,4,W 30-24,267,1,0,0,5,MIN,14,23,30.75,24.6,123,0,23
24-014,0,0,0,0.8,35.5,11/18/12,Sun,26.5,20.5,0,10,,0,NFL,Dez Bryant\BryaDe01,1,CLE,12,W 23-20,268,1,0,0,15,DAL,11,,12.08,9.67,145,0,0
22-037,0,1,0,0.75,26.5,11/1/15,Sun,23.5,20.5,0,8,,0,NFL,Brandin Cooks\CookBr00,1,NYG,6,W 52-49,269,2,0,0,8,NOR,8,-3,14.67,11,88,0,-3
28-199,0,1,0,0.667,31.5,12/7/14,Sun,24.5,20.5,0,13,@,0,NFL,Julian Edelman\EdelJu00,1,SDG,8,W 23-14,270,1,0,0,12,NWE,14,4,17.63,11.75,141,0,4
30-252,0,0,0,0.429,26.5,12/20/15,Sun,23.5,20.5,0,14,@,0,NFL,Ted Ginn\GinnTe00,1,NYG,6,W 38-35,271,2,0,0,14,CAR,15,,14.17,6.07,85,0,0
22-287,0,2,0,0.4,22.5,12/29/13,Sun,21.5,20.5,0,16,,0,NFL,Cordarrelle Patterson\PattCo00,1,DET,2,W 14-13,272,1,0,1,5,MIN,17,27,15.5,6.2,31,0,54
28-124,0,0,0,0.8,31.5,12/4/16,Sun,24.5,20.5,0,12,@,0,NFL,Golden Tate\TateGo00,1,NOR,8,W 28-13,273,1,0,0,10,DET,13,,18.13,14.5,145,0,0
28-126,0,1,0,0.778,37.4,11/13/16,Sun,27.4,20.4,0,9,,0,NFL,Antonio Brown\BrowAn04,1,DAL,14,L 30-35,274,1,0,0,18,PIT,10,-10,11,8.56,154,0,-10
26-115,0,0,0,0.688,34.4,11/2/14,Sun,25.9,20.4,0,9,,0,NFL,Antonio Brown\BrowAn04,1,BAL,11,W 43-23,275,1,0,0,16,PIT,9,,13.09,9,144,0,0
27-136,0,0,0,0.611,34.4,12/22/13,Sun,25.9,20.4,0,15,,0,NFL,Pierre Garcon\GarcPi00,1,DAL,11,L 23-24,276,1,0,0,18,WAS,16,,13.09,8,144,0,0
28-198,0,0,0,0.706,35.4,10/7/12,Sun,26.4,20.4,0,5,@,0,NFL,Brandon Marshall\MarsBr00,1,JAX,12,W 41-3,277,1,0,0,17,CHI,5,,12,8.47,144,0,0
22-324,0,0,0,0.571,27.3,11/9/14,Sun,22.3,20.3,0,10,@,0,NFL,Martavis Bryant\BryaMa00,1,NYJ,4,L 13-20,278,1,0,0,7,PIT,10,,35.75,20.43,143,0,0
22-310,0,0,0,0.714,25.3,10/26/14,Sun,22.8,20.3,0,8,,0,NFL,Martavis Bryant\BryaMa00,1,IND,5,W 51-34,279,2,0,0,7,PIT,8,,16.6,11.86,83,0,0
27-038,0,0,0,0.667,31.3,9/15/13,Sun,24.3,20.3,0,2,@,0,NFL,Pierre Garcon\GarcPi00,1,GNB,8,L 20-38,280,1,0,0,12,WAS,2,,17.88,11.92,143,0,0
23-024,0,0,0,0.5,32.2,11/29/15,Sun,24.7,20.2,0,11,@,0,NFL,Odell Beckham\BeckOd00,1,WAS,9,L 14-20,281,1,0,0,18,NYG,12,,15.78,7.89,142,0,0
21-177,0,0,0,0.25,22.2,10/7/12,Sun,21.2,20.2,0,5,@,0,NFL,Josh Gordon\GordJo02,1,NYG,2,L 27-41,282,2,0,0,8,CLE,5,,41,10.25,82,0,0
26-271,0,0,0,0.923,36.2,11/1/15,Sun,26.2,20.2,1,8,,0,NFL,Julio Jones\JoneJu02,1,TAM,12,L 20-23,283,1,0,0,13,ATL,8,,13.5,12.46,162,0,0
23-212,0,0,0,0.667,27.2,11/22/15,Sun,22.2,20.2,0,10,,0,NFL,JJ Nelson\NelsJJ00,1,CIN,4,W 34-31,284,1,0,0,6,ARI,11,,35.5,23.67,142,0,0
24-315,0,0,0,0.692,32.1,9/15/13,Sun,24.6,20.1,0,2,@,0,NFL,Dez Bryant\BryaDe01,1,KAN,9,L 16-17,285,1,0,0,13,DAL,2,,15.67,10.85,141,0,0
24-329,0,0,0,0.667,26.1,9/29/13,Sun,23.1,20.1,0,4,@,0,NFL,Dez Bryant\BryaDe01,1,SDG,6,L 21-30,286,2,0,0,9,DAL,4,,13.5,9,81,0,0
29-160,0,0,0,0.778,27.1,10/29/15,Thu,23.6,20.1,0,7,,0,NFL,Julian Edelman\EdelJu00,1,MIA,7,W 36-7,287,2,0,0,9,NWE,8,,11.57,9,81,0,0
33-011,0,0,0,0.8,28.1,9/11/16,Sun,24.1,20.1,0,1,,0,NFL,Larry Fitzgerald\FitzLa00,1,NWE,8,L 21-23,288,2,0,0,10,ARI,1,,10.13,8.1,81,0,0
33-036,0,0,0,0.75,26.1,10/6/16,Thu,23.1,20.1,0,5,@,0,NFL,Larry Fitzgerald\FitzLa00,1,SFO,6,W 33-21,289,2,0,0,8,ARI,5,,13.5,10.13,81,0,0
27-140,0,0,0,0.727,31.1,9/28/15,Mon,24.1,20.1,0,3,@,0,NFL,Jeremy Maclin\MaclJe00,1,GNB,8,L 28-38,290,1,0,0,11,KAN,3,,17.63,12.82,141,0,0
26-319,0,0,0,0.938,39,9/16/12,Sun,27.5,20,1,2,,0,NFL,Danny Amendola\AmenDa00,1,WAS,15,W 31-28,291,1,0,0,16,STL,2,,10.67,10,160,0,0
28-016,0,0,0,0.75,26,11/20/16,Sun,23,20,0,10,,0,NFL,Dez Bryant\BryaDe01,1,BAL,6,W 27-17,292,2,0,0,8,DAL,11,,13.33,10,80,0,0
25-045,0,1,0,1,25,10/29/12,Mon,22.5,20,0,8,@,0,NFL,Michael Crabtree\CrabMi00,1,ARI,5,W 24-3,293,2,0,0,5,SFO,8,8,14.4,14.4,72,0,8
30-008,0,0,0,0.571,28,9/8/13,Sun,24,20,0,1,@,0,NFL,Larry Fitzgerald\FitzLa00,1,STL,8,L 24-27,294,2,0,0,14,ARI,1,,10,5.71,80,0,0
30-238,0,0,0,0.5,25,12/6/15,Sun,22.5,20,0,12,@,0,NFL,Ted Ginn\GinnTe00,1,NOR,5,W 41-38,295,2,0,0,10,CAR,13,,16,8,80,0,0
25-125,0,0,0,0.714,25,9/9/13,Mon,22.5,20,0,1,,0,NFL,Leonard Hankerson\HankLe00,1,PHI,5,L 27-33,296,2,0,0,7,WAS,1,,16,11.43,80,0,0
26-237,0,0,0,0.857,29,9/20/15,Sun,23,20,0,2,@,0,NFL,Torrey Smith\SmitTo02,1,PIT,6,L 18-43,297,1,0,0,7,SFO,2,,20,17.14,120,0,0
22-032,1,1,0,0.733,33.9,12/7/14,Sun,25.4,19.9,0,13,@,0,NFL,Odell Beckham\BeckOd00,1,TEN,11,W 36-7,298,1,0,0,15,NYG,14,9,11.82,8.67,130,0,9
27-207,0,0,0,0.684,35.9,12/15/13,Sun,26.4,19.9,0,14,@,0,NFL,Julian Edelman\EdelJu00,1,MIA,13,L 20-24,299,1,0,0,19,NWE,15,,10.69,7.32,139,0,0
27-109,0,0,0,0.778,26.9,9/8/13,Sun,23.4,19.9,0,1,@,0,NFL,Julian Edelman\EdelJu00,1,BUF,7,W 23-21,300,2,0,0,9,NWE,1,,11.29,8.78,79,0,0
31-181,0,0,0,0.875,29.9,9/28/15,Mon,23.4,19.9,0,3,,0,NFL,James Jones\JoneJa04,1,KAN,7,W 38-28,301,1,0,0,8,GNB,3,,19.86,17.38,139,0,0
27-256,0,0,0,0.778,29.9,10/16/16,Sun,23.4,19.9,0,6,@,0,NFL,Julio Jones\JoneJu02,1,SEA,7,L 24-26,302,1,0,0,9,ATL,6,,19.86,15.44,139,0,0
24-189,0,0,0,0.667,27.9,10/30/16,Sun,23.9,19.9,0,8,@,0,NFL,JJ Nelson\NelsJJ00,1,CAR,8,L 20-30,303,2,0,0,12,ARI,8,,9.88,6.58,79,0,0
27-118,1,1,1,0.692,28.8,10/16/16,Sun,24.3,19.84,0,6,@,0,NFL,Terrelle Pryor\PryoTe00,1,TEN,9,L 26-28,304,2,0,0,13,CLE,6,3,8.33,5.77,75,1,3
32-067,0,0,0,1,22.8,12/9/12,Sun,21.3,19.8,0,13,@,0,NFL,Anquan Boldin\BoldAn00,1,WAS,3,L 28-31,305,2,0,0,3,BAL,14,,26,26,78,0,0
25-151,0,0,0,0.5,27.8,12/8/13,Sun,22.3,19.8,0,13,,0,NFL,Antonio Brown\BrowAn04,1,MIA,5,L 28-34,306,1,0,0,10,PIT,14,,27.6,13.8,138,0,0
28-044,0,0,0,0.688,33.8,9/21/14,Sun,25.3,19.8,0,3,@,0,NFL,Pierre Garcon\GarcPi00,1,PHI,11,L 34-37,307,1,0,0,16,WAS,3,,12.55,8.63,138,0,0
24-067,0,1,0,0.833,24.8,12/4/16,Sun,22.3,19.8,0,12,,0,NFL,Tyler Lockett\LockTy00,1,CAR,5,W 40-7,308,0,0,1,6,SEA,13,75,12.6,10.5,63,0,75
28-192,0,0,0,0.875,29.8,10/1/12,Mon,23.3,19.8,0,4,@,0,NFL,Brandon Marshall\MarsBr00,1,DAL,7,W 34-18,309,1,0,0,8,CHI,4,,19.71,17.25,138,0,0
31-166,0,0,0,0.714,32.8,10/14/12,Sun,24.8,19.8,0,6,@,0,NFL,Wes Welker\WelkWe00,1,SEA,10,L 23-24,310,1,0,0,14,NWE,6,,13.8,9.86,138,0,0
34-051,0,0,0,0.75,31.7,11/23/14,Sun,24.2,19.7,0,11,,0,NFL,Anquan Boldin\BoldAn00,1,WAS,9,W 17-13,311,1,0,0,12,SFO,12,,15.22,11.42,137,0,0
25-009,0,1,0,0.8,26.7,11/23/14,Sun,21.7,19.7,1,11,,0,NFL,T.Y. Hilton\HiltT.00,1,JAX,4,W 23-3,312,1,0,0,5,IND,12,15,30.5,24.4,122,0,15
34-089,0,0,0,0.857,25.7,10/8/15,Thu,22.7,19.7,0,5,@,0,NFL,Andre Johnson\JohnAn02,1,HOU,6,W 27-20,313,2,0,0,7,IND,5,,12.83,11,77,0,0
36-159,0,0,0,0.7,29.7,10/18/15,Sun,23.2,19.7,0,6,@,0,NFL,Steve Smith\SmitSt01,1,SFO,7,L 20-25,314,1,0,0,10,BAL,6,,19.57,13.7,137,0,0
24-308,0,0,0,0.778,29.7,10/28/12,Sun,23.2,19.7,0,7,,0,NFL,Demaryius Thomas\ThomDe03,1,NOR,7,W 34-14,315,1,0,0,9,DEN,8,,19.57,15.22,137,0,0
25-020,0,0,0,0.857,25.7,9/28/14,Sun,22.7,19.7,0,4,,0,NFL,Terrance Williams\WillTe01,1,NOR,6,W 38-17,316,2,0,0,7,DAL,4,,12.83,11,77,0,0
23-270,0,0,0,0.556,27.6,10/6/13,Sun,22.1,19.6,0,5,@,0,NFL,Justin Blackmon\BlacJu00,1,STL,5,L 20-34,317,1,0,0,9,JAX,5,,27.2,15.11,136,0,0
25-290,0,0,0,0.875,26.6,12/30/12,Sun,23.1,19.6,0,16,,0,NFL,Eric Decker\DeckEr00,1,KAN,7,W 38-3,318,2,0,0,8,DEN,17,,10.86,9.5,76,0,0
26-038,0,1,0,0.667,28.6,9/7/14,Sun,22.6,19.6,0,1,@,0,NFL,A.J. Green\GreeA.00,1,BAL,6,W 23-16,319,1,0,0,9,CIN,1,5,21.83,14.56,131,0,5
28-049,0,2,0,0.714,27.6,12/12/16,Mon,22.1,19.6,0,13,,0,NFL,Chris Hogan\HogaCh00,1,BAL,5,W 30-23,320,1,0,0,7,NWE,14,3.5,25.8,18.43,129,0,7
23-302,0,2,0,0.583,29.6,9/25/16,Sun,23.1,19.6,0,3,,0,NFL,Jarvis Landry\LandJa00,1,CLE,7,W 30-24,321,1,0,0,12,MIA,3,8,17.14,10,120,0,16
32-151,0,0,0,0.778,26.6,9/29/13,Sun,23.1,19.6,0,4,,0,NFL,Wes Welker\WelkWe00,1,PHI,7,W 52-20,322,2,0,0,9,DEN,4,,10.86,8.44,76,0,0
24-275,0,0,0,0.647,33.5,11/16/14,Sun,25,19.5,0,10,,0,NFL,Alshon Jeffery\JeffAl00,1,MIN,11,W 21-13,323,1,0,0,17,CHI,11,,12.27,7.94,135,0,0
27-209,0,0,0,0.9,29.5,12/6/15,Sun,24,19.5,1,12,@,0,NFL,Jeremy Maclin\MaclJe00,1,OAK,9,W 34-20,324,2,0,0,10,KAN,13,,10.56,9.5,95,0,0
24-094,0,0,0,0.75,31.5,12/24/16,Sat,24,19.5,0,15,,0,NFL,Cameron Meredith\MereCa00,1,WAS,9,L 21-41,325,1,0,0,12,CHI,16,,15,11.25,135,0,0
27-133,0,1,0,0.9,28.5,12/13/15,Sun,24,19.5,0,13,@,0,NFL,Golden Tate\TateGo00,1,STL,9,L 14-21,326,2,0,0,10,DET,14,15,6.67,6,60,0,15
27-055,0,0,0,0.7,29.4,11/15/15,Sun,22.9,19.4,0,9,,0,NFL,Doug Baldwin\BaldDo00,1,ARI,7,L 32-39,327,1,0,0,10,SEA,10,,19.14,13.4,134,0,0
22-195,0,0,0,0.556,24.4,11/3/13,Sun,21.9,19.4,0,8,@,0,NFL,Marlon Brown\BrowMa00,1,CLE,5,L 18-24,328,2,0,0,9,BAL,9,,10.8,6,54,0,0
29-062,0,0,0,0.667,28.4,11/17/13,Sun,22.4,19.4,0,10,@,0,NFL,Harry Douglas\DougHa00,1,TAM,6,L 28-41,329,1,0,0,9,ATL,11,,22.33,14.89,134,0,0
33-170,0,0,0,0.667,32.4,12/28/14,Sun,24.4,19.4,0,16,,0,NFL,Andre Johnson\JohnAn02,1,JAX,10,W 23-17,330,1,0,0,15,HOU,17,,13.4,8.93,134,0,0
26-064,0,0,0,0.778,29.4,10/5/14,Sun,22.9,19.4,0,5,,0,NFL,Golden Tate\TateGo00,1,BUF,7,L 14-17,331,1,0,0,9,DET,5,,19.14,14.89,134,0,0
24-277,0,4,0,1,22.3,12/17/15,Thu,20.8,19.3,0,14,,0,NFL,Tavon Austin\AustTa00,1,TAM,3,W 31-23,332,1,0,1,3,STL,15,8,13.67,13.67,41,0,32
